UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
525,L47704,L,0.22826086956521152,0.45679012345679126,0.2630966239813738,0.4340659340659341,0.20158102766798416,0,No Failure
526,L47705,L,0.22826086956521152,0.45679012345679126,0.17345750873108268,0.5728021978021978,0.20948616600790512,0,No Failure
527,L47706,L,0.25,0.46913580246913966,0.11932479627473813,0.6428571428571428,0.21739130434782608,0,No Failure
528,M15387,M,0.25,0.48148148148148806,0.24679860302677536,0.43956043956043955,0.225296442687747,0,No Failure
529,M15388,M,0.2391304347826022,0.46913580246913966,0.22409778812572767,0.5302197802197801,0.23715415019762845,0,No Failure
530,L47709,L,0.25,0.46913580246913966,0.23341094295692666,0.4450549450549451,0.24901185770750986,0,No Failure
531,M15390,M,0.25,0.46913580246913966,0.31490104772991856,0.39010989010989017,0.2569169960474308,0,No Failure
532,L47711,L,0.25,0.46913580246913966,0.2217694994179279,0.4271978021978022,0.26877470355731226,0,No Failure
533,L47712,L,0.2391304347826022,0.45679012345679126,0.16006984866123408,0.5714285714285714,0.27667984189723316,0,No Failure
534,L47713,L,0.2391304347826022,0.44444444444444997,0.2951105937136206,0.35714285714285715,0.2845849802371541,0,No Failure
535,L47714,L,0.2391304347826022,0.44444444444444997,0.2648428405122235,0.4065934065934066,0.2924901185770751,0,No Failure
536,H29949,H,0.22826086956521152,0.44444444444444997,0.11466821885913858,0.6675824175824175,0.30039525691699603,0,No Failure
537,L47716,L,0.22826086956521152,0.44444444444444997,0.34400465657741564,0.2884615384615385,0.3201581027667984,0,No Failure
538,H29951,H,0.22826086956521152,0.44444444444444997,0.20256111757857975,0.5384615384615384,0.32806324110671936,0,No Failure
539,M15398,M,0.22826086956521152,0.44444444444444997,0.19266589057043082,0.4532967032967033,0.34782608695652173,0,No Failure
540,M15399,M,0.22826086956521152,0.44444444444444997,0.35331781140861473,0.30219780219780223,0.35968379446640314,0,No Failure
541,L47720,L,0.22826086956521152,0.45679012345679126,0.17753201396973228,0.5728021978021978,0.37154150197628455,0,No Failure
542,L47721,L,0.22826086956521152,0.45679012345679126,0.07450523864959258,0.6662087912087912,0.3794466403162055,0,No Failure
543,L47722,L,0.2391304347826022,0.45679012345679126,0.36961583236321316,0.28708791208791207,0.38735177865612647,0,No Failure
544,H29957,H,0.2391304347826022,0.44444444444444997,0.2299185098952271,0.4436813186813187,0.3952569169960474,0,No Failure
545,M15404,M,0.2391304347826022,0.45679012345679126,0.38591385331781136,0.31318681318681324,0.4150197628458498,0,No Failure
546,L47725,L,0.25,0.45679012345679126,0.4598370197904541,0.2513736263736264,0.4268774703557312,0,No Failure
547,L47726,L,0.2391304347826022,0.45679012345679126,0.3731082654249128,0.2815934065934066,0.43478260869565216,0,No Failure
548,M15407,M,0.2391304347826022,0.45679012345679126,0.18277066356228178,0.4876373626373626,0.4426877470355731,0,No Failure
549,L47728,L,0.22826086956521152,0.44444444444444997,0.09545983701979055,0.6785714285714286,0.45454545454545453,0,No Failure
550,L47729,L,0.22826086956521152,0.4320987654321016,0.15657741559953442,0.5027472527472526,0.4624505928853755,0,No Failure
551,L47730,L,0.22826086956521152,0.4320987654321016,0.3084982537834692,0.3516483516483516,0.4703557312252964,0,No Failure
552,L47731,L,0.22826086956521152,0.4320987654321016,0.061699650756693925,0.6936813186813185,0.47826086956521735,0,No Failure
553,M15412,M,0.22826086956521152,0.44444444444444997,0.26426076833527357,0.4285714285714286,0.4861660079051383,0,No Failure
554,M15413,M,0.22826086956521152,0.44444444444444997,0.23050058207217705,0.44230769230769235,0.4980237154150197,0,No Failure
555,H29968,H,0.2391304347826022,0.45679012345679126,0.11641443538998841,0.5700549450549449,0.5098814229249011,0,No Failure
556,M15415,M,0.22826086956521152,0.45679012345679126,0.21594877764842846,0.5274725274725275,0.5296442687747035,0,No Failure
557,L47736,L,0.2391304347826022,0.45679012345679126,0.11001164144353903,0.635989010989011,0.541501976284585,0,No Failure
558,M15417,M,0.2391304347826022,0.45679012345679126,0.15424912689173464,0.6112637362637362,0.5494071146245059,0,No Failure
559,L47738,L,0.2391304347826022,0.45679012345679126,0.280558789289872,0.42307692307692313,0.5612648221343873,0,No Failure
560,L47739,L,0.2391304347826022,0.45679012345679126,0.1949941792782306,0.5054945054945055,0.5691699604743082,0,No Failure
561,L47740,L,0.2391304347826022,0.45679012345679126,0.08731082654249134,0.7472527472527473,0.5770750988142292,0,No Failure
562,M15421,M,0.2391304347826022,0.45679012345679126,0.2968568102444704,0.42032967032967034,0.5849802371541502,0,No Failure
563,L47742,L,0.25,0.46913580246913966,0.23632130384167638,0.37225274725274726,0.5968379446640316,0,No Failure
564,L47743,L,0.2608695652173836,0.48148148148148806,0.21012805587892902,0.4313186813186814,0.6047430830039525,0,No Failure
565,H29978,H,0.25,0.48148148148148806,0.2916181606519209,0.38873626373626374,0.6126482213438734,0,No Failure
566,H29979,H,0.2608695652173836,0.49382716049382935,0.2339930151338766,0.43956043956043955,0.6324110671936758,0,No Failure
567,M15426,M,0.25,0.49382716049382935,0.21711292200232835,0.41071428571428575,0.6521739130434783,0,No Failure
568,M15427,M,0.2608695652173836,0.49382716049382935,0.2980209545983702,0.3626373626373626,0.6640316205533596,0,No Failure
569,L47748,L,0.2717391304347814,0.49382716049382935,0.4464493597206053,0.2513736263736264,0.6758893280632411,0,No Failure
570,M15429,M,0.2608695652173836,0.48148148148148806,0.24912689173457514,0.4313186813186814,0.683794466403162,0,No Failure
571,L47750,L,0.2608695652173836,0.49382716049382935,0.19208381839348088,0.510989010989011,0.6956521739130435,0,No Failure
572,M15431,M,0.2717391304347814,0.5061728395061778,0.2956926658905705,0.34615384615384615,0.7035573122529644,0,No Failure
573,L47752,L,0.2717391304347814,0.518518518518519,0.10651920838183937,0.6208791208791208,0.7154150197628458,0,No Failure
574,L47753,L,0.28260869565216495,0.518518518518519,0.17694994179278234,0.5659340659340659,0.7233201581027667,0,No Failure
575,M15434,M,0.28260869565216495,0.5308641975308674,0.1577415599534343,0.5206043956043956,0.7312252964426877,0,No Failure
576,M15435,M,0.28260869565216495,0.518518518518519,0.14086146682188594,0.7087912087912087,0.7430830039525691,0,No Failure
577,H29990,H,0.2608695652173836,0.49382716049382935,0.15832363213038425,0.6497252747252747,0.7549407114624506,0,No Failure
578,L47757,L,0.2608695652173836,0.49382716049382935,0.24621653084982542,0.4656593406593407,0.7747035573122529,0,No Failure
579,L47758,L,0.2717391304347814,0.5061728395061778,0.2124563445867288,0.4532967032967033,0.7826086956521738,0,No Failure
580,M15439,M,0.2717391304347814,0.49382716049382935,0.30966239813736907,0.3777472527472528,0.7905138339920948,0,No Failure
581,M15440,M,0.2717391304347814,0.5061728395061778,0.36670547147846333,0.2980769230769231,0.8023715415019762,0,No Failure
582,L47761,L,0.2717391304347814,0.49382716049382935,0.13154831199068684,0.5370879120879121,0.8142292490118577,0,No Failure
583,L47762,L,0.2717391304347814,0.49382716049382935,0.10069848661233993,0.6236263736263736,0.8221343873517786,0,No Failure
584,H29997,H,0.2608695652173836,0.48148148148148806,0.30791618160651923,0.39010989010989017,0.8300395256916996,0,No Failure
585,H29998,H,0.25,0.48148148148148806,0.14610011641443543,0.6098901098901098,0.849802371541502,0,No Failure
586,L47765,L,0.25,0.46913580246913966,0.4848661233993016,0.2293956043956044,0.8695652173913043,0,No Failure
587,L47766,L,0.25,0.48148148148148806,0.1938300349243307,0.6318681318681317,0.8774703557312252,1,Overstrain Failure
588,H30001,H,0.25,0.46913580246913966,0.2648428405122235,0.4024725274725275,0.8853754940711462,0,No Failure
589,L47768,L,0.25,0.45679012345679126,0.26775320139697323,0.4065934065934066,0.9051383399209486,0,No Failure
590,L47769,L,0.25,0.45679012345679126,0.18800931315483127,0.5,0.9130434782608695,0,No Failure
591,L47770,L,0.2391304347826022,0.45679012345679126,0.2031431897555297,0.4519230769230769,0.9209486166007904,0,No Failure
592,H30005,H,0.2391304347826022,0.44444444444444997,0.20779976717112925,0.5206043956043956,0.9288537549407114,0,No Failure
593,H30006,H,0.2391304347826022,0.46913580246913966,0.291036088474971,0.33104395604395603,0.9486166007905138,0,No Failure
594,L47773,L,0.2391304347826022,0.48148148148148806,0.08381839348079168,0.6442307692307693,0.0,0,No Failure
595,H30008,H,0.25,0.48148148148148806,0.0640279394644937,0.6401098901098901,0.007905138339920948,0,No Failure
596,M15455,M,0.25,0.48148148148148806,0.09429569266589066,0.6771978021978021,0.02766798418972332,0,No Failure
597,M15456,M,0.25,0.48148148148148806,0.21071012805587896,0.46016483516483514,0.03952569169960474,0,No Failure
598,H30011,H,0.25,0.48148148148148806,0.15133876600698493,0.5879120879120879,0.05138339920948616,0,No Failure
599,L47778,L,0.2608695652173836,0.48148148148148806,0.1816065192083819,0.6057692307692307,0.07114624505928853,0,No Failure
600,H30013,H,0.2608695652173836,0.49382716049382935,0.260768335273574,0.37500000000000006,0.07905138339920947,0,No Failure
601,L47780,L,0.2717391304347814,0.49382716049382935,0.220605355064028,0.46016483516483514,0.09881422924901186,0,No Failure
602,L47781,L,0.28260869565216495,0.49382716049382935,0.5972060535506404,0.1785714285714286,0.1067193675889328,0,No Failure
603,L47782,L,0.28260869565216495,0.5061728395061778,0.4842840512223515,0.24038461538461542,0.11462450592885375,0,No Failure
604,L47783,L,0.28260869565216495,0.5061728395061778,0.09778812572759032,0.9313186813186812,0.12252964426877469,1,Power Failure
605,L47784,L,0.28260869565216495,0.518518518518519,0.2176949941792783,0.41208791208791207,0.13043478260869565,0,No Failure
606,M15465,M,0.28260869565216495,0.5061728395061778,0.30558789289871946,0.3585164835164835,0.13833992094861658,0,No Failure
607,L47786,L,0.28260869565216495,0.5061728395061778,0.17054714784633296,0.6414835164835164,0.15019762845849802,0,No Failure
608,M15467,M,0.29347826086956275,0.518518518518519,0.23108265424912688,0.41346153846153844,0.15810276679841895,0,No Failure
609,L47788,L,0.29347826086956275,0.518518518518519,0.13678696158323633,0.603021978021978,0.16996047430830039,0,No Failure
610,L47789,L,0.30434782608695343,0.518518518518519,0.26833527357392317,0.3942307692307692,0.17786561264822134,0,No Failure
611,L47790,L,0.30434782608695343,0.5308641975308674,0.21303841676367874,0.41071428571428575,0.18577075098814227,0,No Failure
612,L47791,L,0.30434782608695343,0.5308641975308674,0.22409778812572767,0.5096153846153846,0.19367588932806323,0,No Failure
613,L47792,L,0.30434782608695343,0.518518518518519,0.2299185098952271,0.3983516483516483,0.20158102766798416,0,No Failure
614,L47793,L,0.30434782608695343,0.518518518518519,0.2712456344586729,0.3598901098901099,0.20948616600790512,0,No Failure
615,M15474,M,0.29347826086956275,0.518518518518519,0.16123399301513397,0.5686813186813187,0.21739130434782608,0,No Failure
616,L47795,L,0.30434782608695343,0.518518518518519,0.27590221187427244,0.36538461538461536,0.2292490118577075,0,No Failure
617,H30030,H,0.30434782608695343,0.518518518518519,0.30151338766006985,0.34752747252747257,0.23715415019762845,0,No Failure
618,M15477,M,0.30434782608695343,0.5308641975308674,0.130966239813737,0.5398351648351648,0.2569169960474308,0,No Failure
619,H30032,H,0.3152173913043441,0.5308641975308674,0.15424912689173464,0.554945054945055,0.26877470355731226,0,No Failure
620,L47799,L,0.3260869565217348,0.5308641975308674,0.19732246798603037,0.5618131868131868,0.2885375494071146,0,No Failure
621,M15480,M,0.3260869565217348,0.5432098765432158,0.12863795110593723,0.6291208791208791,0.2964426877470355,0,No Failure
622,L47801,L,0.3260869565217348,0.5432098765432158,0.13969732246798605,0.5700549450549449,0.308300395256917,0,No Failure
623,M15482,M,0.3369565217391255,0.5555555555555571,0.32421420256111755,0.3873626373626374,0.3162055335968379,0,No Failure
624,L47803,L,0.3369565217391255,0.5432098765432158,0.4412107101280559,0.2733516483516484,0.32806324110671936,0,No Failure
625,H30038,H,0.3260869565217348,0.5432098765432158,0.19848661233993015,0.46428571428571436,0.3359683794466403,0,No Failure
626,L47805,L,0.3260869565217348,0.5432098765432158,0.21944121071012812,0.4464285714285714,0.3557312252964427,0,No Failure
627,L47806,L,0.3369565217391255,0.5432098765432158,0.2124563445867288,0.4313186813186814,0.3636363636363636,0,No Failure
628,L47807,L,0.3369565217391255,0.5432098765432158,0.1670547147846333,0.5274725274725275,0.37154150197628455,0,No Failure
629,M15488,M,0.3369565217391255,0.5432098765432158,0.09720605355064038,0.7417582417582417,0.3794466403162055,0,No Failure
630,L47809,L,0.3260869565217348,0.5432098765432158,0.20663562281722936,0.5782967032967032,0.3913043478260869,0,No Failure
631,L47810,L,0.3260869565217348,0.5308641975308674,0.16996507566938301,0.6016483516483516,0.3992094861660079,0,No Failure
632,L47811,L,0.3369565217391255,0.5308641975308674,0.22467986030267761,0.46016483516483514,0.40711462450592883,0,No Failure
633,H30046,H,0.3260869565217348,0.5308641975308674,0.14610011641443543,0.5947802197802198,0.4150197628458498,0,No Failure
634,L47813,L,0.3260869565217348,0.5308641975308674,0.15948777648428414,0.5508241758241758,0.43478260869565216,0,No Failure
635,L47814,L,0.3260869565217348,0.518518518518519,0.19732246798603037,0.5192307692307692,0.4426877470355731,0,No Failure
636,L47815,L,0.3260869565217348,0.5308641975308674,0.40162980209545995,0.2760989010989011,0.450592885375494,0,No Failure
637,L47816,L,0.3260869565217348,0.518518518518519,0.17171129220023285,0.5508241758241758,0.458498023715415,0,No Failure
638,L47817,L,0.3152173913043441,0.49382716049382935,0.24272409778812576,0.4615384615384615,0.46640316205533594,0,No Failure
639,L47818,L,0.29347826086956275,0.48148148148148806,0.21420256111757863,0.46016483516483514,0.4743083003952569,0,No Failure
640,L47819,L,0.29347826086956275,0.48148148148148806,0.13678696158323633,0.6524725274725274,0.48221343873517786,0,No Failure
641,M15500,M,0.28260869565216495,0.48148148148148806,0.2019790454016298,0.4807692307692308,0.49011857707509876,0,No Failure
642,L47821,L,0.28260869565216495,0.46913580246913966,0.12922002328288718,0.6057692307692307,0.5019762845849802,0,No Failure
643,M15502,M,0.2717391304347814,0.45679012345679126,0.033760186263096625,0.7541208791208791,0.5098814229249011,0,No Failure
644,M15503,M,0.2717391304347814,0.45679012345679126,0.19033760186263105,0.4491758241758242,0.5217391304347826,0,No Failure
645,H30058,H,0.2608695652173836,0.45679012345679126,0.25611175785797446,0.3626373626373626,0.533596837944664,0,No Failure
646,L47825,L,0.2608695652173836,0.45679012345679126,0.13038416763678706,0.5535714285714285,0.5533596837944663,0,No Failure
647,M15506,M,0.2608695652173836,0.45679012345679126,0.17054714784633296,0.548076923076923,0.5612648221343873,0,No Failure
648,L47827,L,0.2608695652173836,0.44444444444444997,0.22759022118742733,0.45467032967032966,0.5731225296442687,0,No Failure
649,H30062,H,0.2608695652173836,0.44444444444444997,0.1350407450523865,0.6195054945054944,0.5810276679841897,0,No Failure
650,M15509,M,0.2608695652173836,0.4320987654321016,0.32828870779976727,0.3434065934065934,0.6007905138339921,0,No Failure
651,L47830,L,0.25,0.4320987654321016,0.2578579743888243,0.4024725274725275,0.6126482213438734,0,No Failure
652,L47831,L,0.25,0.4197530864197603,0.1949941792782306,0.48214285714285715,0.6205533596837944,0,No Failure
653,L47832,L,0.2608695652173836,0.4320987654321016,0.12980209545983712,0.559065934065934,0.6284584980237153,0,No Failure
654,L47833,L,0.2717391304347814,0.44444444444444997,0.4930151338766008,0.22390109890109894,0.6363636363636364,0,No Failure
655,L47834,L,0.2717391304347814,0.4320987654321016,0.29976717112922,0.37225274725274726,0.6442687747035573,0,No Failure
656,L47835,L,0.2608695652173836,0.4197530864197603,0.15541327124563453,0.4807692307692308,0.6521739130434783,0,No Failure
657,M15516,M,0.2608695652173836,0.4197530864197603,0.32828870779976727,0.3337912087912088,0.6600790513833992,0,No Failure
658,L47837,L,0.2608695652173836,0.4320987654321016,0.11466821885913858,0.7527472527472527,0.6719367588932806,0,No Failure
659,L47838,L,0.2608695652173836,0.4197530864197603,0.22933643771827716,0.4532967032967033,0.6798418972332015,0,No Failure
660,L47839,L,0.25,0.4197530864197603,0.16356228172293374,0.6222527472527473,0.6877470355731224,0,No Failure
661,M15520,M,0.2608695652173836,0.4320987654321016,0.30966239813736907,0.3241758241758242,0.6956521739130435,0,No Failure
662,M15521,M,0.25,0.4074074074074119,0.15075669383003498,0.5741758241758241,0.7075098814229248,0,No Failure
663,M15522,M,0.25,0.3950617283950635,0.18102444703143195,0.4711538461538462,0.7193675889328063,0,No Failure
664,L47843,L,0.2391304347826022,0.3950617283950635,0.1752037252619325,0.5521978021978021,0.7312252964426877,0,No Failure
665,L47844,L,0.2391304347826022,0.3950617283950635,0.12922002328288718,0.5989010989010989,0.7391304347826086,0,No Failure
666,L47845,L,0.2391304347826022,0.3950617283950635,0.3265424912689173,0.3337912087912088,0.7470355731225296,0,No Failure
667,L47846,L,0.2391304347826022,0.4074074074074119,0.17578579743888245,0.5453296703296703,0.7549407114624506,0,No Failure
668,L47847,L,0.2391304347826022,0.3950617283950635,0.16938300349243307,0.6140109890109889,0.7628458498023715,0,No Failure
669,L47848,L,0.2391304347826022,0.3950617283950635,0.3317811408614669,0.2774725274725275,0.7707509881422925,0,No Failure
670,H30083,H,0.2391304347826022,0.3950617283950635,0.1763678696158324,0.4656593406593407,0.7786561264822134,0,No Failure
671,L47850,L,0.25,0.4074074074074119,0.380675203725262,0.2967032967032967,0.7984189723320158,0,No Failure
672,L47851,L,0.2391304347826022,0.3950617283950635,0.22467986030267761,0.4258241758241758,0.8063241106719367,0,No Failure
673,M15532,M,0.25,0.3950617283950635,0.15424912689173464,0.5412087912087912,0.8142292490118577,0,No Failure
674,L47853,L,0.25,0.3950617283950635,0.16356228172293374,0.603021978021978,0.826086956521739,0,No Failure
675,L47854,L,0.2717391304347814,0.4074074074074119,0.16763678696158324,0.5137362637362637,0.0,0,No Failure
676,M15535,M,0.2717391304347814,0.4197530864197603,0.14901047729918515,0.5728021978021978,0.007905138339920948,0,No Failure
677,H30090,H,0.28260869565216495,0.4320987654321016,0.2380675203725262,0.4244505494505495,0.01976284584980237,0,No Failure
678,L47857,L,0.28260869565216495,0.4320987654321016,0.180442374854482,0.4931318681318682,0.03952569169960474,0,No Failure
679,M15538,M,0.2717391304347814,0.4320987654321016,0.07392316647264263,0.7884615384615384,0.04743083003952569,0,No Failure
680,L47859,L,0.2717391304347814,0.4320987654321016,0.11874272409778819,0.5975274725274724,0.05928853754940711,0,No Failure
681,M15540,M,0.2717391304347814,0.4197530864197603,0.1536670547147847,0.532967032967033,0.06719367588932806,0,No Failure
682,M15541,M,0.2608695652173836,0.4074074074074119,0.28405122235157165,0.4038461538461539,0.07905138339920947,0,No Failure
683,H30096,H,0.2717391304347814,0.4074074074074119,0.14086146682188594,0.618131868131868,0.0909090909090909,0,No Failure
684,L47863,L,0.2608695652173836,0.4074074074074119,0.41094295692665905,0.28296703296703296,0.11067193675889328,0,No Failure
685,L47864,L,0.2608695652173836,0.4074074074074119,0.21536670547147851,0.5412087912087912,0.11857707509881422,0,No Failure
686,M15545,M,0.2608695652173836,0.4074074074074119,0.2724097788125728,0.3557692307692308,0.12648221343873517,0,No Failure
687,M15546,M,0.2608695652173836,0.4074074074074119,0.19557625145518054,0.5027472527472526,0.13833992094861658,0,No Failure
688,M15547,M,0.2608695652173836,0.4074074074074119,0.2112922002328289,0.5302197802197801,0.15019762845849802,0,No Failure
689,H30102,H,0.25,0.4074074074074119,0.330034924330617,0.31043956043956045,0.16205533596837943,0,No Failure
690,H30103,H,0.25,0.4074074074074119,0.1082654249126892,0.7115384615384616,0.1818181818181818,0,No Failure
691,H30104,H,0.25,0.4074074074074119,0.14260768335273577,0.5,0.20158102766798416,0,No Failure
692,L47871,L,0.2608695652173836,0.4197530864197603,0.2299185098952271,0.4876373626373626,0.22134387351778656,0,No Failure
693,L47872,L,0.2608695652173836,0.4197530864197603,0.18102444703143195,0.5260989010989011,0.2292490118577075,0,No Failure
694,L47873,L,0.2608695652173836,0.4197530864197603,0.17986030267753206,0.4739010989010988,0.23715415019762845,0,No Failure
695,L47874,L,0.25,0.4197530864197603,0.13154831199068684,0.6346153846153846,0.24505928853754938,0,No Failure
696,L47875,L,0.25,0.4074074074074119,0.1856810244470315,0.5714285714285714,0.25296442687747034,0,No Failure
697,M15556,M,0.25,0.4074074074074119,0.3766006984866125,0.29532967032967034,0.2608695652173913,0,No Failure
698,M15557,M,0.25,0.3827160493827222,0.1658905704307334,0.4931318681318682,0.2727272727272727,0,No Failure
699,L47878,L,0.25,0.3827160493827222,0.21594877764842846,0.5,0.2845849802371541,0,No Failure
700,H30113,H,0.2391304347826022,0.3703703703703738,0.1443538998835856,0.48626373626373637,0.2924901185770751,0,No Failure
701,M15560,M,0.25,0.3827160493827222,0.29976717112922,0.3818681318681319,0.31225296442687744,0,No Failure
702,L47881,L,0.2608695652173836,0.3827160493827222,0.2019790454016298,0.4986263736263737,0.32411067193675885,0,No Failure
703,M15562,M,0.2608695652173836,0.3950617283950635,0.2112922002328289,0.6112637362637362,0.3320158102766798,0,No Failure
704,H30117,H,0.2608695652173836,0.3950617283950635,0.18102444703143195,0.5096153846153846,0.3438735177865612,0,No Failure
705,L47884,L,0.2608695652173836,0.3950617283950635,0.20256111757857975,0.41071428571428575,0.3636363636363636,0,No Failure
706,L47885,L,0.2608695652173836,0.4074074074074119,0.19732246798603037,0.47252747252747257,0.37154150197628455,0,No Failure
707,M15566,M,0.2717391304347814,0.4074074074074119,0.1548311990686846,0.5425824175824175,0.3794466403162055,0,No Failure
708,L47887,L,0.2608695652173836,0.3950617283950635,0.3899883585564611,0.3228021978021978,0.3913043478260869,0,No Failure
709,M15568,M,0.25,0.3827160493827222,0.1443538998835856,0.5782967032967032,0.3992094861660079,0,No Failure
710,M15569,M,0.25,0.3827160493827222,0.11001164144353903,0.6304945054945055,0.4110671936758893,0,No Failure
711,M15570,M,0.2391304347826022,0.3703703703703738,0.30791618160651923,0.3337912087912088,0.4229249011857707,0,No Failure
712,L47891,L,0.2391304347826022,0.3703703703703738,0.16006984866123408,0.5824175824175825,0.43478260869565216,0,No Failure
713,L47892,L,0.2391304347826022,0.3703703703703738,0.1658905704307334,0.46428571428571436,0.4426877470355731,0,No Failure
714,L47893,L,0.22826086956521152,0.3580246913580325,0.1577415599534343,0.5851648351648351,0.450592885375494,0,No Failure
715,L47894,L,0.22826086956521152,0.3580246913580325,0.2566938300349244,0.4450549450549451,0.458498023715415,0,No Failure
716,L47895,L,0.22826086956521152,0.3580246913580325,0.090803259604191,0.7596153846153846,0.46640316205533594,0,No Failure
717,H30130,H,0.22826086956521152,0.3580246913580325,0.14668218859138538,0.5769230769230769,0.4743083003952569,0,No Failure
718,L47897,L,0.22826086956521152,0.3703703703703738,0.21944121071012812,0.45467032967032966,0.49407114624505927,0,No Failure
719,L47898,L,0.2391304347826022,0.3827160493827222,0.17986030267753206,0.4835164835164835,0.5019762845849802,0,No Failure
720,L47899,L,0.22826086956521152,0.3827160493827222,0.16239813736903386,0.7458791208791209,0.5098814229249011,0,No Failure
721,L47900,L,0.22826086956521152,0.3950617283950635,0.3731082654249128,0.27472527472527475,0.5177865612648221,0,No Failure
722,L47901,L,0.2391304347826022,0.3950617283950635,0.3073341094295693,0.37225274725274726,0.525691699604743,0,No Failure
723,L47902,L,0.2391304347826022,0.3950617283950635,0.15075669383003498,0.5618131868131868,0.533596837944664,0,No Failure
724,M15583,M,0.22826086956521152,0.3950617283950635,0.19324796274738076,0.5837912087912087,0.541501976284585,0,No Failure
725,L47904,L,0.2391304347826022,0.3950617283950635,0.12922002328288718,0.5604395604395604,0.5533596837944663,0,No Failure
726,L47905,L,0.22826086956521152,0.3827160493827222,0.27473806752037255,0.41758241758241765,0.5612648221343873,0,No Failure
727,M15586,M,0.22826086956521152,0.3827160493827222,0.26775320139697323,0.4615384615384615,0.5691699604743082,0,No Failure
728,H30141,H,0.21739130434782084,0.3580246913580325,0.19266589057043082,0.46428571428571436,0.5810276679841897,0,No Failure
729,M15588,M,0.22826086956521152,0.3703703703703738,0.1495925494761351,0.6387362637362637,0.6007905138339921,0,No Failure
730,L47909,L,0.21739130434782084,0.3580246913580325,0.2433061699650757,0.4656593406593407,0.6126482213438734,0,No Failure
731,M15590,M,0.21739130434782084,0.3580246913580325,0.1763678696158324,0.6442307692307693,0.6205533596837944,0,No Failure
732,M15591,M,0.21739130434782084,0.3580246913580325,0.15308498253783476,0.6758241758241758,0.6324110671936758,0,No Failure
733,L47912,L,0.20652173913043015,0.3580246913580325,0.440046565774156,0.2513736263736264,0.6442687747035573,0,No Failure
734,M15593,M,0.19565217391303946,0.3333333333333357,0.14726426076833532,0.5247252747252746,0.6521739130434783,0,No Failure
735,H30148,H,0.18478260869564878,0.3333333333333357,0.07974388824214207,0.6978021978021978,0.6640316205533596,0,No Failure
736,L47915,L,0.17391304347825098,0.3333333333333357,0.22642607683352745,0.39285714285714285,0.683794466403162,0,No Failure
737,L47916,L,0.17391304347825098,0.3209876543209944,0.22526193247962756,0.47252747252747257,0.691699604743083,0,No Failure
738,H30151,H,0.17391304347825098,0.3209876543209944,0.17811408614668223,0.48626373626373637,0.6996047430830039,0,No Failure
739,L47918,L,0.1630434782608674,0.3209876543209944,0.19674039580908043,0.5782967032967032,0.7193675889328063,0,No Failure
740,L47919,L,0.17391304347825098,0.3333333333333357,0.12922002328288718,0.5219780219780219,0.7272727272727272,0,No Failure
741,M15600,M,0.17391304347825098,0.3333333333333357,0.1641443538998837,0.5920329670329669,0.7351778656126482,0,No Failure
742,L47921,L,0.17391304347825098,0.3209876543209944,0.20081490104772992,0.4807692307692308,0.7470355731225296,0,No Failure
743,L47922,L,0.1630434782608674,0.308641975308646,0.2764842840512224,0.4244505494505495,0.7549407114624506,0,No Failure
744,L47923,L,0.1630434782608674,0.308641975308646,0.11233993015133881,0.6868131868131867,0.7628458498023715,0,No Failure
745,L47924,L,0.1521739130434696,0.2962962962963047,0.1641443538998837,0.5096153846153846,0.7707509881422925,0,No Failure
746,L47925,L,0.1521739130434696,0.2839506172839492,0.16472642607683352,0.6442307692307693,0.7786561264822134,0,No Failure
747,L47926,L,0.1630434782608674,0.2962962962963047,0.07043073341094297,0.7994505494505494,0.7865612648221343,1,Overstrain Failure
748,L47927,L,0.1630434782608674,0.2962962962963047,0.10942956926658909,0.6112637362637362,0.7944664031620553,0,No Failure
749,H30162,H,0.1521739130434696,0.2962962962963047,0.20954598370197908,0.5837912087912087,0.8023715415019762,0,No Failure
750,L47929,L,0.14130434782608603,0.2839506172839492,0.471478463329453,0.25412087912087916,0.8221343873517786,0,No Failure
751,L47930,L,0.1521739130434696,0.2839506172839492,0.21362048894062868,0.4532967032967033,0.8300395256916996,0,No Failure
752,M15611,M,0.1630434782608674,0.2962962962963047,0.3928987194412107,0.2802197802197802,0.8379446640316205,0,No Failure
753,L47932,L,0.17391304347825098,0.2962962962963047,0.14784633294528526,0.6167582417582418,0.849802371541502,0,No Failure
754,L47933,L,0.1630434782608674,0.2839506172839492,0.21420256111757863,0.5027472527472526,0.8577075098814229,0,No Failure
755,M15614,M,0.17391304347825098,0.2962962962963047,0.18335273573923172,0.5563186813186812,0.8656126482213438,0,No Failure
756,H30169,H,0.1630434782608674,0.2962962962963047,0.18859138533178121,0.548076923076923,0.8774703557312252,0,No Failure
757,L47936,L,0.1630434782608674,0.2839506172839492,0.24214202561117582,0.5027472527472526,0.8972332015810276,0,No Failure
758,L47937,L,0.17391304347825098,0.2962962962963047,0.22526193247962756,0.41071428571428575,0.9051383399209486,0,No Failure
759,L47938,L,0.1630434782608674,0.2839506172839492,0.19150174621653093,0.5206043956043956,0.9130434782608695,0,No Failure
760,M15619,M,0.1521739130434696,0.2592592592592595,0.21478463329452857,0.4464285714285714,0.9209486166007904,0,No Failure
