Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure_Type_Encoded
0,298.1,307.6,0.3158726114996724,39.4,157,0,1
0,298.1,307.7,0.3158726114946833,48.7,159,0,1
0,298.1,307.5,0.3158726114929007,57.4,161,0,1
1,298.0,307.5,0.315872611512114,27.8,163,0,1
2,297.8,307.3,0.3158726115013039,40.1,166,0,1
1,297.9,307.3,0.3158726114951287,47.8,171,0,1
0,297.8,307.2,0.3158726114894911,56.3,174,0,1
0,297.8,307.2,0.3158726115145661,23.0,176,0,1
0,297.8,307.3,0.3158726115140743,24.0,178,0,1
1,297.8,307.3,0.315872611486042,54.0,180,0,1
1,297.8,307.4,0.3158726114875264,51.7,183,0,1
0,297.8,307.3,0.3158726114872351,61.0,186,1,2
0,297.8,307.2,0.3158726115002697,38.1,188,0,1
2,297.8,307.3,0.3158726115033777,35.8,190,0,1
0,297.7,307.2,0.3158726115014157,35.8,195,0,1
0,297.7,307.2,0.3158726114929807,43.0,197,0,1
1,297.8,307.2,0.315872611497644,39.6,199,0,1
0,297.7,307.1,0.315872611509981,30.2,0,0,1
1,297.7,307.2,0.3158726114940002,43.7,2,0,1
0,297.7,307.2,0.3158726115083104,37.8,5,0,1
2,297.7,307.1,0.3158726115139779,22.5,7,0,1
0,297.6,307.1,0.3158726115001515,39.2,12,0,1
1,297.6,307.1,0.3158726114986177,44.9,14,0,1
0,297.7,307.2,0.3158726114968345,40.0,17,0,1
2,297.7,307.3,0.3158726115011915,38.6,19,0,1
0,297.8,307.3,0.3158726114945331,50.7,24,0,1
2,297.7,307.2,0.3158726114957824,44.1,26,0,1
0,297.7,307.2,0.3158726115083104,32.7,31,0,1
1,297.7,307.2,0.3158726114913327,52.8,33,0,1
1,297.7,307.3,0.3158726114907319,49.2,36,0,1
1,297.6,307.1,0.3158726115018568,39.1,39,0,1
0,297.6,307.2,0.3158726114995508,40.6,42,0,1
1,297.6,307.2,0.3158726114985541,42.6,44,0,1
2,297.7,307.3,0.3158726114785908,62.8,47,0,1
1,297.8,307.4,0.3158726115111682,26.1,52,0,1
0,297.7,307.4,0.315872611507339,36.5,55,0,1
1,297.8,307.4,0.3158726114996724,36.1,57,0,1
0,297.8,307.4,0.3158726114898511,45.8,60,0,1
0,297.8,307.6,0.3158726115058271,30.3,62,0,1
1,297.9,307.6,0.3158726115059148,30.3,64,0,1
0,297.9,307.7,0.3158726115013599,44.4,67,0,1
1,297.9,307.7,0.3158726115013599,39.5,69,0,1
0,297.9,307.7,0.3158726115029184,37.6,72,0,1
0,297.9,307.7,0.3158726115039731,34.7,74,0,1
1,298.1,307.9,0.3158726115080827,28.9,76,0,1
0,298.1,307.9,0.315872611500504,41.8,79,0,1
0,298.3,308.0,0.3158726114903828,56.9,81,0,1
1,298.3,308.1,0.315872611506809,32.7,83,0,1
0,298.3,308.0,0.3158726114995508,42.3,86,0,1
0,298.3,308.1,0.3158726115136089,21.5,88,0,1
0,298.3,308.1,0.3158726114871374,58.4,90,0,1
0,298.4,308.1,0.3158726114909048,57.8,92,0,1
0,298.4,308.1,0.3158726115054267,32.7,94,0,1
0,298.3,308.0,0.3158726114905579,50.1,96,0,1
0,298.3,308.0,0.3158726114777017,62.0,98,0,1
1,298.2,307.8,0.3158726115039243,33.8,100,0,1
1,298.1,307.7,0.3158726114954214,47.7,103,0,1
1,298.2,307.7,0.315872611505871,33.8,106,0,1
0,298.1,307.7,0.3158726115096415,29.1,109,0,1
0,298.0,307.6,0.3158726115030214,45.8,111,0,1
1,298.0,307.6,0.3158726115046443,43.4,113,0,1
1,298.0,307.6,0.3158726114986812,46.7,116,0,1
1,298.0,307.6,0.3158726115123396,26.0,119,0,1
0,298.0,307.6,0.3158726115088647,32.8,122,0,1
0,297.9,307.6,0.3158726115005622,40.7,124,0,1
1,297.9,307.5,0.3158726115072988,32.4,126,0,1
1,297.8,307.4,0.3158726115150574,24.3,129,0,1
2,297.7,307.4,0.3158726114959965,40.2,132,0,1
0,297.8,307.4,0.3158726115010785,40.8,137,0,1
0,297.7,307.4,0.3158726115115313,29.0,139,0,1
1,297.8,307.4,0.3158726114964192,43.6,141,0,1
0,297.8,307.5,0.3158726115068504,29.9,144,0,1
2,297.9,307.5,0.3158726115145661,23.3,146,0,1
0,297.9,307.6,0.3158726114888504,54.3,151,0,1
0,297.9,307.5,0.3158726115043119,35.8,153,0,1
0,297.8,307.4,0.3158726114949811,41.2,155,0,1
0,297.8,307.5,0.3158726114913327,54.1,157,0,1
0,297.8,307.5,0.315872611492659,40.0,159,0,1
2,297.9,307.6,0.3158726114999731,36.0,161,0,1
1,297.9,307.6,0.315872611500678,40.1,166,0,1
0,298.0,307.6,0.3158726115092584,29.1,169,0,1
0,297.9,307.6,0.315872611516398,20.4,171,0,1
1,298.0,307.6,0.3158726115040706,35.6,173,0,1
0,297.9,307.6,0.3158726115090091,29.1,176,0,1
0,297.9,307.6,0.315872611495854,52.4,178,0,1
0,297.9,307.6,0.3158726115006202,42.4,180,0,1
0,297.9,307.6,0.3158726115165666,20.2,182,0,1
0,298.0,307.7,0.3158726114962087,45.6,184,0,1
2,298.0,307.7,0.3158726115029699,36.8,186,0,1
1,298.1,307.8,0.3158726114861431,57.2,191,0,1
1,298.0,307.7,0.3158726115064317,34.9,194,0,1
1,298.0,307.8,0.3158726114999133,40.2,197,0,1
0,298.0,307.7,0.315872611507339,32.3,200,0,1
0,298.0,307.7,0.3158726114999133,38.7,202,0,1
0,298.0,307.7,0.3158726114925779,50.8,204,0,1
1,298.1,307.9,0.3158726114981036,47.3,206,0,1
1,298.1,307.9,0.3158726115001515,40.0,0,0,1
0,298.2,308.0,0.3158726115079291,30.0,3,0,1
0,298.1,307.9,0.3158726115194119,17.5,5,0,1
0,298.1,307.9,0.315872611508197,32.0,7,0,1
0,298.0,307.8,0.3158726115100145,26.6,9,0,1
0,298.0,307.7,0.3158726115020198,34.1,11,0,1
0,297.9,307.7,0.3158726114896716,50.7,13,0,1
0,297.9,307.7,0.3158726115024478,37.7,15,0,1
0,298.0,307.7,0.3158726115057831,30.8,17,0,1
2,298.0,307.8,0.3158726114859405,47.8,19,0,1
0,298.0,307.8,0.3158726115065163,29.9,24,0,1
1,298.0,307.8,0.3158726114993674,50.9,26,0,1
1,298.1,307.9,0.3158726115040706,37.0,29,0,1
1,298.2,308.0,0.3158726115164169,21.7,32,0,1
1,298.1,308.0,0.3158726115089731,29.3,35,0,1
0,298.1,308.0,0.3158726115071372,35.1,38,0,1
0,298.1,307.9,0.3158726115093989,33.3,40,0,1
1,298.1,307.9,0.315872611491754,55.1,42,0,1
1,298.1,308.0,0.315872611518989,18.4,45,0,1
0,298.2,308.0,0.3158726114944576,42.4,48,0,1
0,298.1,307.9,0.3158726115013599,40.8,50,0,1
1,298.1,307.9,0.3158726114848026,53.9,52,0,1
0,298.1,307.9,0.3158726115045026,35.6,55,0,1
0,298.1,307.9,0.315872611495494,58.2,57,0,1
0,298.1,308.0,0.315872611497644,42.4,59,0,1
0,298.1,308.0,0.3158726115096071,30.9,61,0,1
0,298.1,308.1,0.3158726115123116,27.3,63,0,1
0,298.1,308.1,0.3158726115062183,32.8,65,0,1
0,298.2,308.1,0.315872611506474,34.9,67,0,1
0,298.2,308.1,0.3158726114980385,49.9,69,0,1
0,298.1,308.1,0.3158726114943819,45.8,71,0,1
1,298.1,308.0,0.3158726115027628,41.9,73,0,1
1,298.0,307.9,0.3158726114991203,47.6,76,0,1
0,298.0,307.8,0.3158726115135838,22.7,79,0,1
0,298.0,307.8,0.315872611480666,60.5,81,0,1
0,297.9,307.7,0.3158726115052002,34.9,83,0,1
0,297.9,307.8,0.3158726114978421,46.9,85,0,1
0,297.9,307.7,0.3158726114853248,55.2,87,0,1
1,297.9,307.7,0.315872611490645,46.8,89,0,1
2,297.9,307.7,0.3158726115063039,35.9,92,0,1
2,297.9,307.7,0.3158726114981685,43.2,97,0,1
1,297.8,307.6,0.3158726114895815,49.4,102,0,1
0,297.8,307.6,0.3158726114969714,51.4,105,0,1
0,297.8,307.5,0.3158726114971075,51.2,107,0,1
0,297.8,307.5,0.3158726114929007,48.6,109,0,1
0,297.7,307.5,0.3158726114919208,43.3,111,0,1
1,297.8,307.5,0.3158726114940002,46.9,113,0,1
0,297.8,307.5,0.3158726115046443,33.1,116,0,1
0,297.9,307.6,0.3158726115012478,40.5,118,0,1
0,297.9,307.6,0.3158726115050169,37.8,120,0,1
0,298.0,307.6,0.3158726114824031,50.8,122,0,1
2,297.8,307.5,0.3158726115068504,31.3,124,0,1
1,297.9,307.6,0.3158726114721965,67.0,129,0,1
0,297.9,307.6,0.3158726114842721,52.7,132,0,1
0,297.9,307.6,0.3158726115060455,30.7,134,0,1
0,297.9,307.6,0.3158726115110138,25.3,136,0,1
0,298.0,307.6,0.3158726114972428,48.7,138,0,1
0,298.0,307.7,0.3158726114952755,45.6,140,0,1
1,298.1,307.7,0.3158726114950551,47.4,142,0,1
1,298.1,307.7,0.3158726115069328,30.7,145,0,1
0,298.0,307.7,0.3158726114966969,43.6,148,0,1
2,298.0,307.6,0.3158726114951287,45.8,150,0,1
1,298.0,307.6,0.3158726114845914,58.5,155,0,1
0,298.0,307.6,0.3158726114924152,45.0,158,0,1
1,298.0,307.7,0.3158726114996117,41.3,160,0,1
1,298.0,307.6,0.3158726114978421,44.4,163,0,1
1,298.0,307.5,0.3158726114925779,45.5,166,0,1
0,298.1,307.7,0.3158726115024478,40.8,169,0,1
0,298.1,307.6,0.3158726115002697,42.9,171,0,1
1,298.2,307.8,0.3158726115054717,31.2,173,0,1
2,298.3,307.9,0.3158726114951287,39.2,176,0,1
0,298.2,307.9,0.3158726115121424,23.4,181,0,1
0,298.2,307.8,0.3158726114953485,48.1,183,0,1
1,298.2,307.8,0.3158726115047382,36.6,185,0,1
0,298.2,307.8,0.3158726114915863,46.6,188,0,1
1,298.3,308.0,0.3158726114981036,42.5,190,0,1
1,298.2,307.9,0.3158726114938459,45.1,193,0,1
0,298.3,308.0,0.3158726114973102,47.1,196,0,1
1,298.4,308.0,0.3158726114948327,38.2,198,1,5
0,298.3,308.1,0.3158726115084602,41.3,0,0,1
2,298.3,308.0,0.3158726115070965,30.8,2,0,1
0,298.4,308.0,0.3158726115026059,37.8,7,0,1
0,298.4,308.1,0.3158726114821764,53.1,9,0,1
0,298.4,308.2,0.3158726115056947,34.9,11,0,1
0,298.5,308.2,0.3158726115077739,27.1,13,0,1
1,298.5,308.2,0.3158726115038261,37.5,15,0,1
0,298.5,308.2,0.3158726114973102,47.5,18,0,1
0,298.5,308.3,0.3158726115006202,38.0,20,0,1
1,298.5,308.3,0.3158726114920866,50.5,22,0,1
0,298.6,308.4,0.3158726115037273,34.4,25,0,1
0,298.5,308.3,0.3158726115128588,24.7,27,0,1
1,298.6,308.3,0.315872611510048,28.7,29,0,1
0,298.6,308.3,0.3158726114820624,60.5,32,0,1
0,298.7,308.5,0.3158726115062183,30.2,34,0,1
0,298.6,308.4,0.3158726114933775,46.4,36,0,1
0,298.6,308.4,0.3158726114994899,42.9,38,0,1
0,298.6,308.4,0.3158726114855313,59.7,40,0,1
0,298.5,308.2,0.3158726114845914,66.3,42,1,3
0,298.5,308.3,0.3158726114977763,44.0,44,0,1
0,298.7,308.5,0.3158726114993674,42.5,46,0,1
0,298.7,308.5,0.3158726114915863,46.4,48,0,1
1,298.7,308.5,0.3158726115080061,27.0,50,0,1
2,298.7,308.4,0.3158726115036281,33.3,53,0,1
0,298.7,308.5,0.3158726114991823,42.2,58,0,1
0,298.7,308.4,0.3158726114914174,46.9,60,0,1
0,298.7,308.5,0.3158726114968345,54.2,62,0,1
1,298.7,308.6,0.3158726115102138,24.7,64,0,1
0,298.7,308.5,0.3158726114984903,39.9,67,0,1
1,298.7,308.5,0.3158726114902949,52.9,69,0,1
0,298.7,308.4,0.3158726115111067,25.8,72,0,1
1,298.7,308.3,0.3158726114893094,46.6,74,0,1
0,298.7,308.5,0.3158726115083104,35.2,77,0,1
0,298.9,308.6,0.3158726114936128,49.5,79,0,1
0,298.8,308.6,0.3158726114876229,62.8,81,0,1
0,298.8,308.5,0.3158726114968345,42.2,83,0,1
2,298.8,308.5,0.3158726114902066,47.6,85,0,1
1,298.8,308.5,0.315872611495494,47.4,90,0,1
1,298.9,308.6,0.3158726114984903,34.2,93,0,1
0,299.0,308.7,0.3158726115148371,22.8,96,0,1
2,299.0,308.7,0.3158726115158525,19.9,98,0,1
0,299.0,308.8,0.3158726114940002,55.2,103,0,1
1,299.0,308.9,0.3158726114971752,39.6,105,0,1
0,299.1,308.9,0.3158726115089731,29.6,108,0,1
0,299.1,308.9,0.3158726115087555,27.2,110,0,1
1,299.1,308.9,0.3158726114933775,52.4,112,0,1
1,299.2,309.0,0.3158726115053817,30.3,115,0,1
0,299.3,309.1,0.3158726114985541,41.1,118,0,1
1,299.3,309.1,0.3158726115095726,31.3,120,0,1
0,299.3,309.1,0.315872611492659,45.5,123,0,1
0,299.3,309.2,0.3158726115118551,24.2,125,0,1
0,299.3,309.2,0.3158726114982332,41.5,127,0,1
1,299.3,309.2,0.3158726115048781,37.9,129,0,1
1,299.5,309.3,0.3158726115085716,29.2,132,0,1
1,299.4,309.2,0.3158726114985541,44.4,135,0,1
0,299.5,309.3,0.3158726114989957,40.4,138,0,1
0,299.5,309.3,0.3158726114921691,61.0,140,0,1
1,299.6,309.4,0.315872611505739,29.8,142,0,1
0,299.6,309.4,0.315872611507339,32.9,145,0,1
0,299.5,309.3,0.315872611487815,54.1,147,0,1
0,299.5,309.3,0.3158726115015269,42.3,149,0,1
1,299.5,309.3,0.3158726115150574,24.0,151,0,1
2,299.5,309.4,0.3158726114924967,44.4,154,0,1
0,299.6,309.5,0.3158726115126429,27.7,159,0,1
0,299.7,309.6,0.3158726114902066,50.7,161,0,1
1,299.7,309.6,0.3158726114989957,42.7,163,0,1
0,299.7,309.6,0.3158726114866442,53.4,166,0,1
0,299.6,309.5,0.3158726114974443,41.4,168,0,1
0,299.7,309.6,0.3158726114950551,45.1,170,0,1
0,299.7,309.6,0.3158726115010785,36.2,172,0,1
0,299.7,309.6,0.3158726115032766,36.8,174,0,1
1,299.7,309.6,0.3158726115022883,39.1,176,0,1
2,299.7,309.6,0.3158726115032766,41.0,179,0,1
0,299.7,309.5,0.3158726114895815,49.7,184,0,1
1,299.7,309.6,0.3158726114858387,60.0,186,0,1
0,299.6,309.5,0.3158726115041191,35.5,189,0,4
0,299.6,309.4,0.3158726115086455,31.1,191,0,1
0,299.5,309.4,0.3158726115056058,31.5,193,0,1
0,299.5,309.4,0.3158726114928203,58.8,195,1,2
0,299.4,309.3,0.3158726115028147,36.0,197,0,1
0,299.4,309.4,0.3158726115095034,31.2,199,0,1
1,299.4,309.3,0.3158726115091876,28.4,201,0,1
1,299.3,309.3,0.3158726115016925,37.9,204,0,1
0,299.3,309.2,0.3158726115207768,15.4,207,0,1
1,299.4,309.3,0.3158726114994899,47.1,209,0,1
2,299.4,309.2,0.3158726115011351,36.1,212,0,1
2,299.4,309.3,0.3158726115108891,28.2,0,0,1
0,299.5,309.3,0.3158726114966969,46.2,5,0,1
0,299.5,309.3,0.3158726114980385,46.7,7,0,1
2,299.4,309.3,0.3158726114964889,49.7,9,0,1
0,299.5,309.3,0.3158726115044551,36.6,14,0,1
0,299.6,309.4,0.3158726114876229,46.4,16,0,1
0,299.5,309.3,0.3158726115158725,22.5,18,0,1
0,299.5,309.2,0.3158726114930605,47.3,20,0,1
0,299.4,309.2,0.3158726114960675,42.1,22,0,1
0,299.4,309.2,0.3158726114968345,48.2,24,0,1
0,299.4,309.2,0.3158726115038261,39.0,26,0,1
0,299.4,309.3,0.315872611491754,43.6,28,0,1
0,299.4,309.3,0.3158726115018022,41.5,30,0,1
1,299.5,309.4,0.3158726114925779,56.2,32,0,1
1,299.4,309.4,0.3158726114871374,47.5,35,0,1
0,299.4,309.3,0.3158726114936906,59.0,38,0,1
0,299.4,309.3,0.3158726115053364,31.8,40,0,1
1,299.3,309.3,0.3158726114986177,46.0,42,0,1
0,299.3,309.3,0.3158726115019656,37.8,45,0,1
0,299.3,309.3,0.3158726114870394,62.0,47,0,1
1,299.3,309.1,0.3158726114916703,46.7,49,0,1
1,299.3,309.1,0.3158726115055165,35.3,52,0,1
0,299.3,309.1,0.3158726115000922,44.0,55,0,1
0,299.4,309.1,0.3158726115074189,28.6,57,0,1
1,299.4,309.1,0.315872611494907,47.3,59,0,1
2,299.4,309.0,0.3158726114947581,51.7,62,0,1
1,299.3,309.0,0.3158726115001515,43.4,67,0,1
2,299.3,309.0,0.3158726115008506,35.0,70,0,1
0,299.4,309.0,0.3158726114962791,47.9,75,0,1
0,299.5,309.1,0.3158726115139051,22.6,77,0,1
0,299.5,309.1,0.3158726115141698,22.5,79,0,1
2,299.4,309.1,0.3158726114914174,44.1,81,0,1
0,299.4,309.0,0.3158726114939231,47.3,86,0,1
1,299.4,309.0,0.3158726114920866,44.9,88,0,1
2,299.4,308.9,0.3158726115114714,29.3,91,0,1
2,299.3,308.9,0.3158726114957824,43.0,96,0,1
1,299.3,308.9,0.3158726115140502,24.7,101,0,1
2,299.2,308.8,0.3158726115151874,21.3,104,0,1
1,299.2,308.8,0.3158726115005622,37.4,109,0,1
1,299.2,308.8,0.3158726115016925,38.9,112,0,1
0,299.3,309.0,0.3158726114998533,38.4,115,0,1
0,299.2,308.9,0.315872611495854,39.1,117,0,1
0,299.3,308.9,0.315872611479704,69.4,119,1,3
0,299.3,309.0,0.3158726114971752,46.5,121,0,1
2,299.3,309.0,0.315872611495494,40.6,123,0,1
0,299.4,309.0,0.3158726115125609,24.3,128,0,1
2,299.4,309.0,0.3158726115058271,33.7,130,0,1
0,299.4,309.0,0.3158726114929007,58.2,135,0,1
0,299.4,309.1,0.3158726114959965,45.4,137,0,1
0,299.4,309.0,0.3158726115080061,28.4,139,0,1
2,299.3,309.0,0.3158726115105396,29.7,141,0,1
0,299.3,309.0,0.3158726114987444,46.3,146,0,1
0,299.3,309.0,0.3158726115010218,47.8,148,0,1
0,299.2,308.9,0.3158726115049707,41.5,150,0,1
0,299.3,308.9,0.3158726115065163,31.1,152,0,1
0,299.3,309.0,0.3158726115106038,30.6,154,0,1
0,299.3,309.0,0.3158726114947581,47.6,156,0,1
0,299.3,309.0,0.3158726114950551,46.6,158,0,1
1,299.3,308.9,0.3158726115044551,34.9,160,0,1
0,299.3,308.9,0.3158726114916703,60.3,163,0,1
1,299.3,308.8,0.3158726114966969,49.0,165,0,1
0,299.4,308.9,0.3158726114973102,40.5,168,0,1
0,299.3,308.8,0.3158726115031239,45.8,170,0,1
0,299.3,308.8,0.3158726115074985,32.9,172,0,1
0,299.4,308.9,0.3158726115031239,33.7,174,0,1
0,299.4,308.9,0.3158726115047382,34.1,176,0,1
0,299.4,309.0,0.3158726115060888,32.2,178,0,1
2,299.3,308.8,0.3158726115070557,35.5,180,0,1
1,299.3,308.7,0.3158726114832954,51.5,185,0,1
1,299.3,308.8,0.3158726115075381,28.4,188,0,1
2,299.3,308.8,0.3158726114933775,45.4,191,0,1
1,299.3,308.9,0.3158726115116204,24.8,196,0,1
0,299.3,308.8,0.3158726114885715,47.7,199,0,1
1,299.4,308.9,0.3158726114977103,41.5,201,0,1
1,299.4,309.0,0.3158726115158324,19.8,204,0,1
1,299.5,309.0,0.3158726114935345,49.7,207,0,1
1,299.5,309.0,0.3158726115056058,31.3,210,0,1
0,299.4,309.0,0.3158726115007932,41.0,213,0,1
0,299.4,309.1,0.3158726114981685,40.5,215,0,1
0,299.5,309.1,0.3158726114881009,42.1,217,0,1
0,299.6,309.2,0.3158726114952755,39.8,219,0,1
0,299.6,309.2,0.3158726115026059,36.7,221,0,1
0,299.5,309.1,0.3158726114989332,47.8,223,0,1
1,299.6,309.2,0.3158726115142644,23.4,225,1,5
2,299.6,309.1,0.3158726115049707,41.3,0,0,1
1,299.5,309.1,0.3158726114951287,49.5,5,0,1
0,299.5,309.1,0.3158726114947581,49.2,8,0,1
1,299.4,309.1,0.3158726115003871,43.3,10,0,1
0,299.5,309.1,0.315872611500504,44.6,13,0,1
0,299.5,309.2,0.3158726115129917,23.0,15,0,1
1,299.5,309.2,0.3158726115000922,41.6,17,0,1
0,299.6,309.2,0.3158726115042157,33.4,20,0,1
1,299.5,309.2,0.3158726115050628,35.9,22,0,1
1,299.6,309.3,0.3158726114925779,48.3,25,0,1
1,299.6,309.2,0.3158726114930605,47.7,28,0,1
0,299.6,309.2,0.3158726115056058,37.3,31,0,1
0,299.6,309.2,0.3158726115055612,33.3,33,0,1
2,299.6,309.2,0.3158726115053817,36.3,35,0,1
2,299.5,309.1,0.3158726115030214,44.3,40,0,1
1,299.5,309.2,0.3158726114859405,61.8,45,0,1
1,299.6,309.3,0.3158726115044551,39.8,48,0,1
0,299.8,309.4,0.3158726114988704,43.4,51,0,1
0,299.8,309.4,0.315872611506809,32.4,53,0,1
0,299.7,309.4,0.3158726114969031,42.9,55,0,1
1,299.8,309.4,0.3158726114964889,47.4,57,0,1
0,299.7,309.3,0.3158726114951287,44.1,60,0,1
2,299.7,309.2,0.3158726115033272,41.6,62,0,1
1,299.6,309.1,0.3158726114986177,44.3,67,0,1
0,299.6,309.0,0.3158726115075381,33.6,70,0,1
0,299.6,309.0,0.3158726114986812,48.8,72,0,1
1,299.5,308.9,0.3158726114971075,42.9,74,0,1
1,299.6,308.9,0.3158726115040219,35.3,77,0,1
0,299.6,308.9,0.3158726115060888,30.8,80,0,1
1,299.7,308.9,0.3158726115031749,35.4,82,0,1
0,299.7,309.0,0.3158726114945331,49.2,85,0,1
1,299.7,308.9,0.3158726114990581,41.0,87,0,1
1,299.8,309.1,0.3158726114809026,58.0,90,0,1
0,299.8,309.1,0.3158726115029184,35.6,93,0,1
0,299.8,309.0,0.3158726115039731,36.1,95,0,1
1,299.9,309.2,0.3158726115030214,35.7,97,0,1
0,299.8,309.0,0.3158726115061321,30.8,100,0,1
1,299.7,309.1,0.3158726114895815,46.1,102,0,1
0,299.9,309.2,0.3158726115065584,34.6,105,0,1
0,299.9,309.2,0.3158726114962791,52.0,107,0,1
0,299.8,309.2,0.3158726115051087,37.5,109,0,1
2,299.8,309.2,0.3158726114962087,42.6,111,0,1
0,299.8,309.3,0.3158726114924967,49.4,116,0,1
0,299.7,309.2,0.3158726114936906,54.1,118,0,1
1,299.6,309.0,0.3158726114780854,64.0,120,0,1
0,299.7,309.1,0.3158726114988704,40.0,123,0,1
0,299.7,309.1,0.3158726114987444,39.4,125,0,1
2,299.7,309.2,0.3158726114898511,44.8,127,0,1
2,299.7,309.2,0.3158726114984262,49.6,132,0,1
0,299.7,309.2,0.3158726115074189,30.8,137,0,1
0,299.7,309.1,0.3158726114891267,55.3,139,0,1
0,299.7,309.1,0.3158726115099138,33.5,141,0,1
1,299.6,309.1,0.3158726114962087,48.4,143,0,1
1,299.6,309.0,0.3158726115106677,26.1,146,0,1
0,299.6,309.0,0.3158726114913327,60.4,149,0,1
0,299.7,309.0,0.315872611505739,33.0,151,0,1
0,299.6,309.0,0.3158726114946083,48.5,153,0,1
1,299.7,309.0,0.3158726115074189,31.9,155,0,1
1,299.7,309.0,0.3158726114982332,49.0,158,0,1
1,299.6,308.9,0.3158726115089371,27.8,161,0,1
0,299.5,308.8,0.3158726115163411,20.4,164,0,1
2,299.4,308.6,0.3158726115027106,41.8,166,0,1
0,299.4,308.7,0.315872611508792,30.8,171,0,1
0,299.5,308.7,0.3158726114969714,45.7,173,0,1
0,299.4,308.6,0.3158726114947581,56.4,175,0,1
0,299.5,308.6,0.3158726115084602,30.5,177,0,1
0,299.5,308.7,0.3158726115229723,13.0,179,1,3
0,299.4,308.6,0.3158726114999133,40.5,181,0,1
1,299.4,308.6,0.3158726114975776,42.7,183,0,1
1,299.3,308.5,0.3158726114952755,43.1,186,0,1
0,299.3,308.6,0.3158726114938459,50.6,189,0,1
0,299.3,308.6,0.3158726114988075,49.6,191,0,1
0,299.2,308.6,0.3158726114920866,50.0,193,0,1
0,299.2,308.5,0.3158726114977103,44.7,195,0,1
0,299.2,308.4,0.3158726115098462,28.9,197,0,1
0,299.2,308.4,0.3158726115082726,29.0,199,0,1
0,299.2,308.4,0.3158726114982332,35.0,201,0,1
1,299.3,308.4,0.3158726115027106,37.5,203,1,5
1,299.3,308.4,0.3158726114964192,42.3,0,0,1
0,299.3,308.4,0.315872611494077,47.4,3,0,1
1,299.2,308.4,0.3158726114932986,48.5,5,0,1
1,299.3,308.5,0.3158726114849077,60.6,8,0,1
0,299.2,308.5,0.3158726114966969,46.5,11,0,1
1,299.2,308.4,0.3158726114932986,48.7,13,0,1
2,299.1,308.3,0.3158726114954214,43.4,16,0,1
2,299.1,308.3,0.3158726114973102,42.8,21,0,1
0,299.2,308.4,0.3158726114924967,54.1,26,0,1
0,299.1,308.3,0.3158726114870394,46.9,28,0,1
0,299.1,308.3,0.3158726115035783,33.7,30,0,1
0,299.1,308.3,0.3158726114997328,38.1,32,0,1
0,299.1,308.3,0.3158726115148371,25.2,34,0,1
0,299.1,308.2,0.3158726114864447,60.3,36,0,1
0,299.1,308.3,0.3158726114959254,52.3,38,0,1
2,299.1,308.3,0.3158726115015823,36.5,40,0,1
1,299.1,308.2,0.3158726114962087,45.2,45,0,1
0,299.1,308.3,0.3158726115022349,42.4,48,0,1
1,299.2,308.4,0.3158726115020198,43.0,50,0,1
1,299.2,308.4,0.3158726114947581,43.5,53,0,1
1,299.2,308.4,0.3158726114875264,51.2,56,0,1
0,299.2,308.5,0.3158726114920866,60.6,59,0,1
0,299.2,308.5,0.3158726114911623,52.4,61,0,1
0,299.2,308.5,0.3158726114964192,46.6,63,0,1
0,299.3,308.6,0.3158726114859405,48.2,65,0,1
0,299.3,308.6,0.3158726114963492,48.1,67,0,1
0,299.2,308.5,0.315872611513123,26.1,69,0,1
1,299.3,308.6,0.3158726114971075,52.1,71,0,1
0,299.3,308.5,0.3158726115050169,32.7,74,0,1
0,299.3,308.6,0.3158726115015269,33.7,76,0,1
0,299.3,308.6,0.315872611505739,37.0,78,0,1
0,299.3,308.7,0.3158726114930605,54.2,80,0,1
2,299.3,308.7,0.3158726114942299,44.4,82,0,1
1,299.3,308.7,0.3158726114978421,35.6,87,0,1
0,299.4,308.7,0.3158726115018022,39.0,90,0,1
0,299.4,308.8,0.3158726114928203,57.0,92,0,1
0,299.3,308.7,0.3158726115023948,38.9,94,0,1
0,299.4,308.7,0.3158726114978421,47.6,96,0,1
0,299.2,308.5,0.3158726114925779,51.1,98,0,1
0,299.2,308.5,0.3158726114918376,53.4,100,0,1
0,299.4,308.7,0.3158726114920866,56.7,102,0,1
1,299.4,308.7,0.3158726114832954,60.5,104,0,1
0,299.4,308.6,0.3158726115109828,26.8,107,0,1
1,299.4,308.6,0.3158726115026583,39.1,109,0,1
0,299.4,308.7,0.3158726115006202,37.8,112,0,1
1,299.5,308.7,0.3158726114866442,51.9,114,0,1
1,299.5,308.8,0.3158726115147025,20.9,117,0,1
0,299.6,308.9,0.3158726114952755,53.2,120,0,1
0,299.5,308.9,0.3158726115015269,38.3,122,0,1
0,299.4,308.8,0.3158726115066842,32.6,124,0,1
0,299.4,308.7,0.3158726115010785,37.2,126,0,1
0,299.4,308.7,0.3158726115032766,42.7,128,0,1
0,299.3,308.7,0.3158726115126156,26.0,130,0,1
0,299.3,308.6,0.3158726114993059,37.6,132,0,1
0,299.4,308.7,0.3158726114969714,62.9,134,1,3
0,299.3,308.6,0.3158726114912476,50.5,136,0,1
1,299.2,308.6,0.3158726115048781,35.7,138,0,1
0,299.2,308.5,0.3158726115012478,39.8,141,0,1
0,299.2,308.5,0.315872611491502,53.6,143,0,1
