Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],NF,HDA,OF,PF,RF,TWF,Target
0,0.7499999999999929,0.6790123456790127,0.1773608226565804,0.2651098901098901,0.0079051383399209,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7499999999999929,0.6913580246913611,0.1617087534413034,0.3104395604395604,0.0158102766798418,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6790123456790127,0.1477287264091838,0.4038461538461539,0.0355731225296442,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6790123456790127,0.1086832993797632,0.6387362637362637,0.0434782608695652,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6790123456790127,0.1008246599078485,0.6071428571428571,0.0513833992094861,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7282608695652115,0.6790123456790127,0.1053593082781418,0.5645604395604394,0.0592885375494071,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7282608695652115,0.6790123456790127,0.1010974905592214,0.6277472527472527,0.067193675889328,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7282608695652115,0.6790123456790127,0.0960656275955859,0.6277472527472527,0.0790513833992094,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7282608695652115,0.6913580246913611,0.1578664340620189,0.3282967032967033,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7282608695652115,0.6913580246913611,0.134350872771186,0.5123626373626373,0.1027667984189723,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6913580246913611,0.1204042087078358,0.4752747252747253,0.1106719367588932,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.7037037037037024,0.1310102928957021,0.5604395604395604,0.1225296442687746,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.7037037037037024,0.1612592888644992,0.3173076923076923,0.1304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.7160493827160508,0.1186356895467097,0.4739010989010988,0.1383399209486165,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.7160493827160508,0.1298607852028686,0.4766483516483517,0.1462450592885375,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.7160493827160508,0.1298607852028686,0.4024725274725275,0.1541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.7160493827160508,0.1339875113116058,0.4368131868131868,0.1620553359683794,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.7037037037037024,0.171390678005309,0.2760989010989011,0.1699604743083003,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.7037037037037024,0.1154458333073328,0.5686813186813187,0.1818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.7037037037037024,0.1415571889236413,0.3914835164835165,0.1936758893280632,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7608695652173907,0.7037037037037024,0.1076734175910222,0.5535714285714285,0.2015810276679841,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.7037037037037024,0.1094333261721891,0.5535714285714285,0.2213438735177865,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.7160493827160508,0.1383949546112244,0.4958791208791208,0.2292490118577075,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.7037037037037024,0.1227737417433248,0.5137362637362637,0.2371541501976284,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6790123456790127,0.1300536494108285,0.5467032967032966,0.2490118577075098,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6790123456790127,0.1096819408473727,0.5219780219780219,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6790123456790127,0.1617087534413034,0.2829670329670329,0.2687747035573122,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6790123456790127,0.1225612478612956,0.603021978021978,0.2766798418972331,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7608695652173907,0.6666666666666714,0.1298607852028686,0.4629120879120879,0.2885375494071146,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6790123456790127,0.1221345241317445,0.4519230769230769,0.308300395256917,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6790123456790127,0.1647364211880497,0.2815934065934066,0.3201581027667984,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6913580246913611,0.1111591488486196,0.559065934065934,0.3280632411067193,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6913580246913611,0.0673006446361607,0.7925824175824175,0.3359683794466403,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6790123456790127,0.0974893983166103,0.603021978021978,0.3478260869565217,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6790123456790127,0.0892461516351145,0.5384615384615384,0.3596837944664031,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6790123456790127,0.0796384609380214,0.6318681318681317,0.3715415019762845,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6666666666666714,0.1142764470174335,0.4917582417582418,0.3833992094861659,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6790123456790127,0.172956944793963,0.2774725274725275,0.3913043478260869,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6666666666666714,0.1053593082781418,0.7527472527472527,0.4031620553359683,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7499999999999929,0.6666666666666714,0.1445676712406742,0.3681318681318681,0.4150197628458498,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6666666666666714,0.0809687726124362,0.6153846153846153,0.4347826086956521,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6790123456790127,0.1104236341234667,0.5494505494505494,0.4426877470355731,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6790123456790127,0.1497442031565032,0.3543956043956044,0.4545454545454545,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6790123456790127,0.0963520143935344,0.6304945054945055,0.4664031620553359,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6913580246913611,0.1217054733825477,0.4725274725274725,0.4743083003952569,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.7037037037037024,0.1338051094083661,0.4285714285714286,0.4822134387351778,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7037037037037024,0.1618204408048457,0.2857142857142857,0.4901185770750987,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7037037037037024,0.0986138523595747,0.6771978021978021,0.4980237154150197,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7037037037037024,0.159417106452615,0.3021978021978022,0.5059288537549407,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7826086956521721,0.6913580246913611,0.0940377515679359,0.6002747252747253,0.5138339920948616,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.6666666666666714,0.1208403308130004,0.4807692307692308,0.533596837944664,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.6666666666666714,0.1195247862987044,0.4835164835164835,0.541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.148166655226373,0.4134615384615384,0.5494071146245059,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6666666666666714,0.138224147853223,0.3585164835164835,0.5573122529644269,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1252792473211598,0.5274725274725275,0.5652173913043478,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7608695652173907,0.6666666666666714,0.1106694891979332,0.5013736263736263,0.5731225296442687,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.654320987654323,0.1126118843218571,0.5906593406593406,0.592885375494071,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1074191733790833,0.548076923076923,0.6007905138339921,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.0734537159736833,0.6552197802197802,0.608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6666666666666714,0.1304378374908684,0.4024725274725275,0.616600790513834,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6666666666666714,0.1244531037936099,0.4107142857142857,0.6245059288537549,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.654320987654323,0.1156777793769723,0.5989010989010989,0.6363636363636364,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.0994488117928241,0.5934065934065934,0.6482213438735177,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.0892461516351145,0.5906593406593406,0.6561264822134387,0.0,1.0,0.0,0.0,0.0,0.0,1
1,0.7717391304347743,0.654320987654323,0.1188588775475923,0.4574175824175824,0.6640316205533596,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.1265018613630011,0.4656593406593407,0.6758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1037836733883659,0.6057692307692307,0.6877470355731224,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.654320987654323,0.0734537159736833,0.6978021978021978,0.6956521739130435,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6666666666666714,0.1076734175910222,0.6593406593406592,0.7035573122529644,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6666666666666714,0.0880131827516651,0.6758241758241758,0.7154150197628458,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6666666666666714,0.1448760890516629,0.4368131868131868,0.7233201581027667,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.654320987654323,0.1321415850357914,0.4175824175824176,0.7312252964426877,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.654320987654323,0.1058786266024682,0.5934065934065934,0.7391304347826086,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1415571889236413,0.3736263736263736,0.7509881422924901,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.0913697489174385,0.6304945054945055,0.758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1089340077383824,0.5631868131868131,0.7707509881422925,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6666666666666714,0.1741309619404034,0.2554945054945055,0.7786561264822134,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6666666666666714,0.1165991958028662,0.5755494505494505,0.7905138339920948,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7826086956521721,0.6666666666666714,0.1709438732498869,0.2678571428571429,0.8023715415019762,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.6666666666666714,0.1288886975071682,0.4532967032967033,0.8221343873517786,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6666666666666714,0.1573792697997363,0.3612637362637363,0.8300395256916996,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6666666666666714,0.0858206815231347,0.695054945054945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1488891705604697,0.375,0.0118577075098814,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1084318885120806,0.5370879120879121,0.0197628458498023,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6296296296296333,0.113090773819832,0.5494505494505494,0.0276679841897233,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6296296296296333,0.1688200538133972,0.2747252747252747,0.0355731225296442,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7499999999999929,0.6296296296296333,0.0952015249440523,0.6016483516483516,0.0434782608695652,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6296296296296333,0.1601163472657916,0.3557692307692308,0.0632411067193675,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1302459996354537,0.4519230769230769,0.0711462450592885,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1378811925527358,0.4505494505494505,0.0790513833992094,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6296296296296333,0.0892461516351145,0.5975274725274724,0.0869565217391304,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0.7608695652173907,0.6296296296296333,0.1234077736125687,0.6085164835164835,0.0948616600790513,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6296296296296333,0.1478750735591734,0.3928571428571428,0.1027667984189723,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.0994488117928241,0.6195054945054944,0.1106719367588932,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1269050283397296,0.5398351648351648,0.1185770750988142,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1116460894195146,0.4285714285714286,0.1264822134387351,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.0898572918284471,0.6249999999999999,0.1343873517786561,0.0,1.0,0.0,0.0,0.0,0.0,1
1,0.7499999999999929,0.6296296296296333,0.0826098199141458,0.6112637362637362,0.142292490118577,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6296296296296333,0.0986138523595747,0.5151098901098901,0.1541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6296296296296333,0.1219202905679634,0.4629120879120879,0.1660079051383399,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6296296296296333,0.14363285933976,0.4532967032967033,0.1778656126482213,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6296296296296333,0.1647364211880497,0.3008241758241758,0.1857707509881422,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6419753086419746,0.1223481759423357,0.4148351648351648,0.1936758893280632,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6419753086419746,0.1764464261582459,0.2651098901098901,0.2015810276679841,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6419753086419746,0.1631398500068112,0.326923076923077,0.2134387351778656,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6419753086419746,0.1184118890512122,0.554945054945055,0.225296442687747,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6419753086419746,0.1275057283946492,0.4629120879120879,0.2371541501976284,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1271058000352217,0.4065934065934066,0.2450592885375493,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.654320987654323,0.1366666144807321,0.4491758241758242,0.2529644268774703,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6419753086419746,0.0839054440334233,0.5521978021978021,0.2648221343873517,0.0,1.0,0.0,0.0,0.0,0.0,1
1,0.7608695652173907,0.654320987654323,0.1304378374908684,0.4354395604395604,0.2766798418972331,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6419753086419746,0.1621538861765216,0.2843406593406593,0.2885375494071146,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6296296296296333,0.0806376609508697,0.7252747252747253,0.300395256916996,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6296296296296333,0.1334388557458458,0.4711538461538462,0.308300395256917,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6172839506172849,0.1413946158538657,0.364010989010989,0.3201581027667984,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7282608695652115,0.6049382716049436,0.0937447114379246,0.6346153846153846,0.3320158102766798,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7282608695652115,0.6049382716049436,0.1135670145733374,0.5645604395604394,0.3399209486166007,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6049382716049436,0.072390440040489,0.7596153846153846,0.3478260869565217,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0.7499999999999929,0.6172839506172849,0.1629225923991012,0.2898351648351648,0.3596837944664031,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6049382716049436,0.1116460894195146,0.6016483516483516,0.3675889328063241,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7391304347826093,0.6049382716049436,0.1019113513635868,0.6620879120879121,0.375494071146245,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7391304347826093,0.6172839506172849,0.1190814550291391,0.5357142857142856,0.3873517786561264,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7499999999999929,0.6172839506172849,0.134350872771186,0.4478021978021977,0.3952569169960474,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6296296296296333,0.1019113513635868,0.5164835164835164,0.4031620553359683,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1394104889045691,0.4079670329670329,0.4110671936758893,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.654320987654323,0.1128516612474176,0.554945054945055,0.4189723320158102,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6419753086419746,0.1368414924989205,0.4436813186813187,0.4308300395256916,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1433180368847993,0.364010989010989,0.4426877470355731,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7499999999999929,0.6172839506172849,0.0997255494628057,0.6195054945054944,0.450592885375494,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7608695652173907,0.6296296296296333,0.1063950307449984,0.5494505494505494,0.4703557312252964,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6419753086419746,0.1140406238372828,0.5192307692307692,0.4901185770750987,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6296296296296333,0.1621538861765216,0.3296703296703297,0.5019762845849802,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7608695652173907,0.6419753086419746,0.0858206815231347,0.6126373626373626,0.5138339920948616,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0.7608695652173907,0.6419753086419746,0.1744595217627799,0.2596153846153846,0.533596837944664,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6419753086419746,0.1598844029106159,0.3557692307692308,0.541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7499999999999929,0.6419753086419746,0.113090773819832,0.5453296703296703,0.5533596837944663,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.1294735083511251,0.4505494505494505,0.5652173913043478,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6666666666666714,0.0608254934699522,0.7321428571428571,0.5770750988142292,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.6666666666666714,0.1056193329225494,0.5398351648351648,0.5889328063241106,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6790123456790127,0.1133292242081672,0.5508241758241758,0.6007905138339921,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6790123456790127,0.1094333261721891,0.6057692307692307,0.608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1735486778303969,0.2843406593406593,0.616600790513834,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.1363154788595343,0.4079670329670329,0.6245059288537549,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.654320987654323,0.1417193417630082,0.4024725274725275,0.6363636363636364,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1339875113116058,0.5357142857142856,0.6442687747035573,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.6790123456790127,0.1302459996354537,0.4986263736263737,0.6521739130434783,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.6790123456790127,0.0312802870947771,0.7733516483516483,0.6600790513833992,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6666666666666714,0.1175105223590761,0.5782967032967032,0.6679841897233201,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1385653159409311,0.396978021978022,0.6758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.0969223335040017,0.5961538461538461,0.683794466403162,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.1094333261721891,0.5755494505494505,0.691699604743083,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1572567280301066,0.3337912087912088,0.7035573122529644,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.654320987654323,0.1332550009666948,0.4587912087912089,0.7114624505928854,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7608695652173907,0.654320987654323,0.1019113513635868,0.5151098901098901,0.7193675889328063,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7499999999999929,0.6419753086419746,0.1002766674775961,0.6126373626373626,0.7312252964426877,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6419753086419746,0.1844593904311138,0.2184065934065934,0.7509881422924901,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.654320987654323,0.1179624426384015,0.5027472527472526,0.758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.654320987654323,0.0765872731874877,0.8763736263736263,0.7667984189723319,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7717391304347743,0.6666666666666714,0.1363154788595343,0.3914835164835165,0.7747035573122529,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.6790123456790127,0.0738060377047843,0.7527472527472527,0.7944664031620553,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7717391304347743,0.6790123456790127,0.1223481759423357,0.5082417582417581,0.8063241106719367,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7037037037037024,0.1328858279221344,0.4642857142857143,0.826086956521739,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7160493827160508,0.1399123344059801,0.456043956043956,0.83399209486166,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7160493827160508,0.1035184634107062,0.4821428571428571,0.8418972332015809,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7826086956521721,0.7160493827160508,0.116827968255643,0.5123626373626373,0.849802371541502,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7826086956521721,0.7160493827160508,0.1201852532699748,0.5494505494505494,0.8616600790513833,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7037037037037024,0.1512785358962641,0.3186813186813187,0.8814229249011857,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7826086956521721,0.7037037037037024,0.1447220778774606,0.3832417582417582,0.8893280632411067,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7934782608695627,0.7160493827160508,0.1447220778774606,0.4203296703296703,0.901185770750988,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7283950617283992,0.0669288585428158,0.6785714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.8043478260869534,0.7283950617283992,0.206410041769061,0.081043956043956,0.0079051383399209,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.8043478260869534,0.7407407407407405,0.1618204408048457,0.3585164835164835,0.0197628458498023,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.8043478260869534,0.7407407407407405,0.1165991958028662,0.5686813186813187,0.0316205533596837,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.8043478260869534,0.7530864197530889,0.1121303286940574,0.581043956043956,0.0395256916996047,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.8043478260869534,0.7530864197530889,0.1582286785598329,0.3598901098901099,0.0474308300395256,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.8043478260869534,0.7654320987654302,0.0928605130620532,0.5865384615384615,0.0592885375494071,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7530864197530889,0.1460940841523641,0.4299450549450549,0.067193675889328,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7407407407407405,0.0437593413944714,0.6909340659340659,0.075098814229249,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7530864197530889,0.1035184634107062,0.635989010989011,0.0830039525691699,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7530864197530889,0.1444128679435822,0.3846153846153846,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7934782608695627,0.7407407407407405,0.1145116187372385,0.6112637362637362,0.0988142292490118,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7934782608695627,0.7407407407407405,0.1633560640045157,0.3200549450549451,0.1185770750988142,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7934782608695627,0.7407407407407405,0.1043118513032354,0.657967032967033,0.1264822134387351,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7283950617283992,0.1392423342806367,0.353021978021978,0.1383399209486165,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7160493827160508,0.1254843924320419,0.5535714285714285,0.1462450592885375,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7283950617283992,0.1013695476308886,0.548076923076923,0.1541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.7717391304347743,0.7037037037037024,0.1281016088309377,0.4986263736263737,0.1620553359683794,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.7826086956521721,0.7160493827160508,0.1442576667842831,0.4423076923076923,0.1739130434782608,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7826086956521721,0.7160493827160508,0.1516896739722854,0.3489010989010989,0.1936758893280632,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6913580246913611,0.0937447114379246,0.6414835164835164,0.2015810276679841,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7717391304347743,0.6790123456790127,0.1089340077383824,0.6414835164835164,0.2094861660079051,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.7608695652173907,0.6790123456790127,0.1754273603060466,0.2623626373626374,0.217391304347826,1.0,0.0,0.0,0.0,0.0,0.0,0
